"","title","author","date","body","url","just_stop_oil"
"48","London Pride: Five Just Stop Oil protesters charged",NA,2023-07-02,"Five Just Stop Oil protesters have been charged over demonstrations which briefly led to London's annual Pride parade being delayed. Images on social media on Saturday showed police removing demonstrators who managed to briefly stop the march. Seven people were arrested by the Metropolitan Police. Five have since been charged and two have been bailed. The five people, aged between 20 and 68, have been charged with Public Order offences. They are due to appear at Westminster Magistrates' Court on Tuesday. Police said the five charged are Ben Plumpton, 68, of Underbank Ave, Charlestown, Calderdale; Zosia Lewis, 22, of Melbourne Street, Newcastle upon Tyne; Oliver Clegg, 20, of Olney Street, Manchester; Gosse Bootsma, 25, of no fixed address, and Callum Goode, 23, of Ashbourne, Derbyshire. In addition, two males, aged 19 and 22 have been released on bail pending further enquiries, the Met added. This year's Pride procession started at midday at Hyde Park Corner and people peacefully made their way through Westminster's streets before it finished at Whitehall Place. A number of stages hosted performances from LGBTQ+ acts as part of the celebrations.","https://www.bbc.com/news/uk-england-london-66080222",1
"49","Just Stop Oil: Bromley man in court over trying to move protesters","By PA Media",2023-10-16,"A scaffolder has appeared in court over trying to move Just Stop Oil protesters. Louis Grieves, 22, from Bromley, appeared at Westminster Magistrates' Court on Monday. He was charged with threatening the protesters on Blackfriars Bridge on 21 July, but denied the charges. Mr Grieves will next appear at City of London Magistrates' Court for a trial on 19 January.","https://www.bbc.com/news/uk-england-london-67125167",1
"50","Bibby Stockholm: Migrants return to barge amid protest at port gates","By Sophie Cridland & Stephen Stafford & Emily Ford",2023-10-19,"Migrants are returning to an accommodation barge amid protests at the port gates. A coach carrying the migrants arrived at the Bibby Stockholm in Portland, Dorset, shortly before 13:00 BST. The vessel, which has capacity for up to 500 men awaiting the outcome of asylum applications, was evacuated in August after Legionella bacteria was found in the water supply. The Home Office said it was now ""safe and secure"". The government has said ""using vessels as alternative accommodation, like our European neighbours are already doing, will be better value for British taxpayers and more manageable for communities than costly hotels"". About 30 protesters gathered at the port gates holding banners saying: ""Scrap the prison barge! Refugees welcome."" Just Stop Oil activists managed to stop the coach carrying the asylum seekers in what they called a ""positive protest"" in support of the campaign against the use of the barge. Dorset Police said two people were arrested on suspicion of criminal damage to the coach when it was stopped in Portland Beach Road, while a third person was held on suspicion of criminal damage to a police vehicle. Candy Udwin, of Stand Up To Racism Dorset, said she had been in contact with some of those who had been staying on the Bibby Stockholm. She said: ""They hate it, they say it feels like a prison, some hate being on the sea, they find it very difficult to leave and they are completely separated from the community."" Less than a week after the men first went on the facility, all 39 were disembarked as a precaution when traces of Legionella bacteria, which can cause Legionnaires disease - a type of pneumonia, were found. They were then moved to a hotel. A letter, seen by the BBC, was sent to asylum seekers confirming their re-embarkation and reiterated all asylum accommodation continued to be offered on a ""no-choice basis"". An asylum seeker, who asked to remain anonymous, spoke to the BBC ahead of his return to the vessel. He said it had been a ""difficult"" process as he has not seen his family for nine months, but being in a hotel he had felt ""free"". ""It feels scary,"" he said, adding: ""[The barge] will be crowded. If there's a single virus, then you know everyone will be affected. I think it will be very bad for all of us."" He added: ""I lived there for five days and have experience on the barge, and that's why I am not happy to go back. ""In the hotel we are free to come and go at any time, we are free and [on the barge] we are bound to something - it's like a prison. It is difficult for all of us and many have said they don't want to go back."" The move comes after local councillor Carralyn Parkes lost a High Court fight with Home Secretary Suella Braverman over the lawfulness of housing asylum seekers on the ship. Mr Justice Holgate ruled in the government's favour, saying Mrs Parkes did not have an arguable case. She has since issued a further judicial review claim in the High Court challenging the ongoing decision by Dorset Council that it has no planning jurisdiction over the Bibby Stockholm in Portland Harbour. By Dan Johnson West & south-west of England correspondent The Bibby Stockholm was intended to show there's no luxury in the UK's asylum process, that Britain isn't the soft touch some think. But instead the accommodation barge - repeatedly delayed and beset by problems - became a floating illustration of how complicated our migration challenge is. It was announced in April, was late arriving from Italy, then delayed for refit and inspections in Cornwall, and finally reached Portland in July. When journalists were shown on board we saw a clean and functional vessel with bedrooms down narrow corridors, typical of the industrial accommodation it previously offered to offshore oil workers. Bunk beds were the obvious sign of the doubled capacity which concerned many opponents of the plan, and fire safety experts. What we couldn't see was the Legionella bacteria lurking in the water system. That meant the government's August ""small boats week"" started with the first 39 asylum seekers stepping aboard, then ended with them evacuated back to hotels, after just five nights - embarrassing given the Home Office's intention to reduce hotel bills. There will be a hope everything has now been double, if not triple, checked to avoid any further delays. But even if the Bibby Stockholm reaches its capacity of 500 men, that's only a tiny fraction of the 175,000 currently backlogged in the asylum system. The barge is expected to draw further protests, having already proved controversial on Portland and beyond. Some people question - with the extra costs of chartering, mooring, transport and security - how a vessel can be cheaper than a hotel. The risk is that conditions on board still look too harsh for those concerned about asylum seekers' rights, but not tough enough for those who want a harder line against immigration and small boat crossings. The solutions to ""stop the small boats"" are difficult and contentious. The Bibby Stockholm was planned to be the first of a fleet of barges moored around the coast. So far, it stands alone. The local authority has not mounted a legal challenge to the barge, stating that it would be costly and have little chance of success. The vessel is part of the government's policy to reduce the costs of placing migrants in hotels. The Home Office said: ""Delivering accommodation sites such as the Bibby Stockholm will be more affordable for taxpayers, helping to reduce the £8m daily cost of hotels as well as being more manageable for local communities. ""We're confident that the project, which will house asylum seekers in safe and secure accommodation, meets the planning requirements."" The 222-room, three-storey barge, chartered by the government for 18 months, arrived at the port in July. It was previously used to accommodate homeless people and asylum seekers in Germany and the Netherlands. Asylum Barge: Controversy In A Community How a floating home for asylum seekers has caused divisions in a local community of Portland in Dorset Watch now on iPlayer (UK only) You can share your views about the Bibby Stockholm by emailing haveyoursay@bbc.co.uk. Please include a contact number if you are willing to speak to a BBC journalist. You can also get in touch in the following ways: If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission.","https://www.bbc.com/news/uk-england-dorset-67147277",1
"51","Just Stop Oil march brings Bristol traffic to standstill","By Clara Bullock & Martin Jones",2023-09-23,"A protest march by the group Just Stop Oil brought traffic to a standstill in the centre of Bristol on Saturday afternoon. An estimated 50 people took part in the march. The group said it was protesting against the government's decision to issue new oil and gas licences. ""Unfortunately, we have to engage in disruption because it's the only way we can get any kind of media coverage,"" said Jayne Wade, from Just Stop Oil. ""The point of our whole campaign is to draw attention to the issue, which is that the government issued new oil and gas licences this summer,"" she added. ""We are in an emergency: we just had the hottest summer ever recorded. We're running out of time to act on this."" Drivers who were stuck in traffic said the protest was ""really annoying"". ""It's one of two days of the year I'm driving a car,"" one driver added to BBC Points West. ""They're stopping people from getting on with their lives,"" said another driver. Ms Wade said: ""It's really uncomfortable for us, disrupting the public. ""But if we had a government taking responsibility, then this wouldn't be something we'd have to do."" Follow BBC West on Facebook, Twitter and Instagram. Send your story ideas to: bristol@bbc.co.uk","https://www.bbc.com/news/uk-england-bristol-66901613",1
"52","Paint sprayed on Falmouth University during protest","By Rebecca Ricks",2023-10-11,"A Falmouth University building has been covered in orange paint after a peaceful protest was ""escalated by a small number of individuals who caused criminal damage"", the university has said. Police were called at midday on Wednesday to the Penryn campus following reports of a Just Stop Oil protest. Just Stop Oil said on X that the Falmouth protest was its third day of ""student resistance"". A university spokesperson said the matter would be investigated by police. ""The protest was reported to have concluded peacefully and those involved have left the area,"" a Devon and Cornwall Police spokesperson added. A spokesperson for Falmouth University said: ""This morning, there was a peaceful demonstration on Penryn Campus. ""We respect peaceful and lawful protest; however, this event was escalated by a small number of individuals who caused criminal damage to two buildings. They added that it would now be investigated by police and through the university's internal processes. It comes after a University of Exeter building was daubed with paint in a protest by Just Stop Oil on Tuesday. Follow BBC News South West on Twitter, Facebook and Instagram. Send your story ideas to spotlight@bbc.co.uk.","https://www.bbc.com/news/articles/czrwmgr4d0ko",1
"53","Silverstone festival not just for men says Northamptonshire circuit boss","By Mariam Issimdar",2023-08-25,"The 75th anniversary of the Silverstone Festival shows how the racing event has changed from an event aimed at men to a family affair, the circuit's boss said. The motor sports event in Northamptonshire runs until Sunday. It features races, classic Formula 1 cars, a celebration of stock car racing, and music from chart acts. Silverstone's managing director Stuart Pringle said it was ""not a stuck-in-aspic historic festival - it's a festival that grows year on year"". Previously known as the Silverstone Classic, the event has had a name change. ""The reality is that the content that is on the track is exactly the same as it was - the classic, top-quality historic racing,"" he said. ""But actually, we've put a lot more emphasis on the music element, as we did with Formula 1, and we've got more entertainment for the whole family. ""The days of groups of men going off to watch motor racing is behind us, and actually we've got to appeal to whole family groups."" The event features three days of racing and classic car parades, while the music stages include McFly, ABC, The Christians and Sugababes. Mr Pringle is also responsible for ensuring the British Grand Prix goes off smoothly each year. Speaking about the fact there was no repeat of the 2022 track invasion at this year's British Grand Prix, he said: ""I was very pleased."" Mr Pringle said a large team of people were involved in planning how to prevent and respond to any protest, such as that carried out by Just Stop Oil. He said the festival was less pressure for him than F1 and it was equally enjoyable, adding that the circuit's reputation acted as a magnet for the very best cars. ""I'm a real sucker for pre-war cars, but putting me on the spot, I'd go for the late 50s early 60s cars,"" he said. ""They're have a combination of the beautiful sculpted look, before aero-dynamics really became the driving force."" He said the public would have a chance to get up close to the vehicles and talk to the drivers. ""If you are into your cars this is the place to come,"" he said. Follow East of England news on Facebook, Instagram and Twitter. Got a story? Email eastofenglandnews@bbc.co.uk or WhatsApp us on 0800 169 1830","https://www.bbc.com/news/uk-england-northamptonshire-66611210",1
"54","Keir Starmer speech disrupted as protester glitter-bombs Labour leader","By Joshua Nevett",2023-10-10,"A man has been arrested after a protester gatecrashed Sir Keir Starmer's speech and showered the Labour leader with glitter at the party's conference. The speech was delayed as the protester was dragged off stage by security and the man was put in a police van. The protest was claimed by People Demand Democracy, which uses disruptive tactics to push for electoral reform. Sir Keir dusted off the glitter and said the protest did not bother him. ""Protest or power, that's why we've changed,"" Sir Keir said, before setting out his vision of a country governed by a Labour government. It was a chaotic start to his conference speech, potentially his last before the next general election. But a spokesman later said the Labour leader was ""fine"" and ""completely unfazed by what happened"". ""It shows his strength of character that he got on and delivered the speech of his life,"" the spokesman added. Nevertheless, the protest raises questions about the effectiveness of the security arrangements for Sir Keir, who has close protection as leader of the opposition. Wearing a T-shirt with People Demand Democracy emblazoned on the front, the protester said ""politics needs an update"" in front of a stunned audience in Liverpool. Minutes later, a man was filmed being escorted from the conference centre and put into a police van outside. Merseyside Police said a 28-year-old man from Surrey had been arrested on suspicion of assault, breach of the peace and causing public nuisance following an incident at Labour's conference. ""He has been taken to a police station where he will be questioned by police,"" a spokesperson said. The campaign behind the protest is linked to Just Stop Oil, which is well known for its disruptive demonstrations, such as spraying buildings with orange paint and sprinkling glitter at sporting events. People Demand Democracy says it is a new group calling for ""an upgrade to the UK political system using civil disobedience to get their message across"". The campaign is calling for ""a fair, proportional voting system for Westminster elections and a permanent, legally-binding national House of Citizens, selected by democratic lottery"". In a statement prepared before Sir Keir's speech, the protester backed the campaign's calls for democratic reform and said Labour had been ""captured"" by donors and lobbyists. In a letter to Sir Keir on its website, People Demand Democracy urged Labour to ""hold new national elections with a proportional voting system and set up a House of Citizens within six months of getting into office"". The campaign warned Sir Keir that if he did not meet their demands, ""People Demand Democracy will take proportionate action to get our message across to you and the Labour Party leadership"". When asked how the security breach was allowed to happen, shadow home secretary Yvette Cooper said ""you can't bother Keir Starmer with stuff like that"". She told the BBC ""it's about power not protest, that's what Keir Starmer was talking about"". ""He kept going and made this amazing speech."" Sir Keir received multiple standing ovations during his speech, as he promised a ""decade of national renewal"" under a Labour government, including a plan for 1.5 million new homes. The incident is reminiscent of demonstrations during other speeches by party leaders and prime ministers at previous conferences. For example last year, Greenpeace campaigners heckled Liz Truss during her conference speech, and in 2017, a comedian was able to walk straight up to the stage and hand Theresa May a mock P45.","https://www.bbc.com/news/uk-politics-67063732",1
"55","Newspaper headlines: Putin 'humiliated by mutiny' and Russia 'on the brink'","By BBC News",2023-06-25,"All of the front pages of Sunday's newspapers focus on the momentous and dramatic day in Russia as Wagner group mercenaries staged a rebellion in parts of the country. Some papers describe Vladimir Putin as being a president who is humiliated and his leadership has been left dented and damaged. The Sun on Sunday says President Putin has been ""pushed to the brink"" before the Wagner mercenaries halted their march towards Moscow as the paper puts it at the ""eleventh hour"". Russians will now see Putin is someone far weaker, according to the Sunday Express which claims the leader ""fled"" Moscow as mercenaries approached the capital. In the Sunday Telegraph British historian Robert Tombs believes while President Putin narrowly avoided a ""1917 moment"", he is ""gravely weakened"". But, writing in the paper he also has a warning for exiled Wagner leader Yevgeny Prigozhin - adding ""mutineers tend to end up dead"". Prigozhin's last-minute de-escalation deal with President Putin prevented ""bloodshed"" on the streets of Russia, according to the front page of the Observer. While the paper makes a note of remarkable comments from the Mayor of Moscow who urged citizens to stay indoors. The Mail on Sunday asks whether the Kremlin ""bribed"" the leader of Wagner, Yevgeny Prigozhin, to end the mutiny, as it cites UK security official sources. But, in the Sunday edition of the Daily Star the tabloid claims both sides are ""equally bonkers"". Elsewhere, the Sunday Times quotes a former donor to Extinction Rebellion and Just Stop Oil, who believes the groups are ""not accomplishing anything"". The paper says Trevor Neilson - who's a Californian entrepreneur - believes the movement has lost its way.","https://www.bbc.com/news/blogs-the-papers-66015761",1
"56","Just Stop Oil: More than 40 activists charged over protests",NA,2023-11-08,"More than 40 Just Stop Oil (JSO) supporters have been charged after protesters blocked Whitehall and the glass covering a painting at the National Gallery was smashed. Two men have been charged with criminal damage in relation to the broken glass on Diego Velazquez's Rokeby Venus. The Met Police added 42 people were charged over the marches in Whitehall. In the past nine days, 219 JSO activists have been arrested and 98 charged. The demonstrations, part of JSO's ongoing protest action against the government granting new oil and gas licences, saw more than 100 people arrested on Monday alone. Harrison Donnelly, 20, from Nottingham, and Hanan Ameur, 22, from Islington, north London, are accused of criminal damage after the 17th century Rokeby Venus was targeted - the same painting slashed by suffragette Mary Richardson in 1914. The charges relating to the slow march in Whitehall were for obstruction of the highway. Both incidents happened on Monday.","https://www.bbc.com/news/uk-england-london-67356197",1
"57","Eight things Suella Braverman said that made headlines","By Dominic Casciani",2023-11-13,"Suella Braverman has been sacked as home secretary - leaving one of the most important jobs in government for a second time in just over a year. She has been no stranger to controversy in her time in office. Mrs Braverman resigned from the same job while Liz Truss was prime minister before being brought back into government a week later by Rishi Sunak. Here are eight things she said that made headlines - and caused controversy. ""I would love to have a front page of the Telegraph with a plane taking off to Rwanda, that's my dream, it's my obsession."" This was said at a fringe event at last year's Conservative Party conference, shortly after she had been appointed as home secretary by Liz Truss. She was referring to the government's asylum plan, to take asylum seekers who have crossed the Channel to the UK on a one-way ticket to Rwanda where they could claim asylum instead. Mrs Braverman faced criticism from refugee groups and others for trivialising the plight of people in need. The most important point about the quote is not whether you agree with its tone, but that the new home secretary was making clear her single priority would be controlling migration. ""Tofu-eating wokerati"" One of Suella Braverman's first tasks as home secretary was to pilot through Parliament a plan to restrict the right to protest in order to stop highly disruptive stunts by groups, including Extinction Rebellion and Just Stop Oil - such as motorway occupations. She accused the opposition of being in league with eco-protesters because a previous version of the measures had failed to win enough support. ""I am afraid that it is the Labour Party, the Lib Dems, the coalition of chaos, the Guardian-reading, tofu-eating wokerati and, dare I say, the anti-growth coalition that we have to thank for the disruption we are seeing on our roads today."" ""I have made a mistake; I accept responsibility: I resign"" The very next day Mrs Braverman sensationally quit as home secretary, after confessing to a serious blunder. She had sent a confidential and sensitive government email to her own Gmail account and then forwarded it to her confidante and Tory backbencher, John Hayes. However, the real story here was the timing. The incident had happened some time earlier - and her resignation came as Liz Truss was on the precipice and her government in turmoil. In her resignation letter, Mrs Braverman accused the embattled PM of breaking key pledges. The next day, Liz Truss resigned as prime minister. Less than a week later, Mrs Braverman's serious ministerial error was forgiven by the new prime minister, Rishi Sunak - and she was back in the same job. ""The British people deserve to know which party is serious about stopping the invasion on our southern coast."" There had been months of rising political tension over small boat crossings - and at the end of October 2022, a man firebombed the government's arrivals centre for the migrants in Dover's docks. Separately, independent inspectors warned conditions were ""wretched"" at a migrant reception camp. Mrs Braverman came out fighting in the Commons, but days later, she was confronted in her constituency by 83-year-old Holocaust survivor Joan Salter. ""When I hear you using words against refugees like 'swarms' and an 'invasion',"" she said, ""I am reminded of the language used to dehumanise and justify the murder of my family and millions of others."" ""There are 100 million people around the world who could qualify for protection under our current laws. Let us be clear - they are coming here."" For the second time in two years, the government launched a new immigration plan. Parliament eventually voted to place a legal duty on the home secretary to not only detain anyone crossing the English Channel, but also remove them to another country, such as Rwanda. In the Commons, Mrs Braverman stuck to her guns and made the 100 million claim. The next day, she doubled-down, telling the Daily Mail there was ""likely billions"" eager to come to the UK. She returned to analysing migrant trends at the Conservative Party conference, last month, declaring: ""The wind of change that carried my own parents across the globe in the 20th Century was a mere gust compared with the hurricane that is coming."" Experts have disputed her projections, saying the UK receives far fewer asylum seekers than other countries, and that recent record numbers of arrivals of workers and students will likely level off. ""Multiculturalism makes no demands of the incomer to integrate. It has failed."" The daughter of immigrants from Mauritius and Kenya, Mrs Braverman told an American think tank that migrants end up living ""parallel lives"" - a phrase first used 20 years ago in relation to complex riots in northern England. Opponents said she had given up fixing the UK's broken asylum system and was trying to set out her stall for the Tory leadership. ""We cannot allow our streets to be taken over by rows of tents occupied by people, many of them from abroad, living on the streets as a lifestyle choice."" That social media post came amid government backroom wrangling over what would make it into this year's King's Speech. Mrs Braverman reportedly wanted to impose fines on charities who give tents to rough sleepers. Her push to get the police included triggered an internal row with colleagues. The idea was not included in the speech. ""There's only one way to describe those marches: they are hate marches."" Speaking after a government emergency meeting over the crisis in Gaza, Mrs Braverman laid into the pro-Palestinian demonstrators amid rows over whether their chants amounted to antisemitic attacks. And it's the row that has ultimately led to her downfall. On 8 November, the Times newspaper published a column by the Mrs Braverman where she repeated the phrase - and also accused the police of bias, saying they were ""playing favourites"" with some demonstrations and using stronger tactics against some and not others. This triggered accusations of political interference in independent policing - an absolute red line that ministers cannot cross under British laws. Her comments were condemned by former police officers, MPs and Labour, who accused her of ""deliberately creating division"". Four days later - and following clashes between protesters, counter-protesters and police in London on Armistice Day - she was sacked.","https://www.bbc.com/news/uk-67374951",1
"58","Why Suella Braverman can't stop Palestinian protests","By Dominic Casciani",2023-11-09,"As things stand, there is going to be a potentially huge pro-Palestinian march in London, on Armistice Day - and there is nothing Home Secretary Suella Braverman alone can do to stop it. The reason for that is simple: the law does not tell the Met Police commissioner Sir Mark Rowley to take into account the views of ministers. It tells him to assess the risks to the public - and make a plan accordingly. Since the Gaza conflict began, the Palestinian Solidarity Campaign (PSC) has organised three national protests in London on successive Saturdays that have grown larger week-on-week. It has negotiated with the police over the route and duration of each and abided by conditions. The police have a delicate balancing act to perform in protecting free speech and assembly - and also protecting the rights of others not to be intimidated. The Met says where protesters have supported terrorist groups, broken racial-hatred laws, or committed other offences, they have made arrests. So far, more than 200 have been arrested - each serious in its own terms, including some allegations of support for Hamas - which is a proscribed terrorist group in the UK. But put those numbers in the wider context of public order policing in London. On Monday alone, police arrested 219 Just Stop Oil demonstrators who tried to stop traffic near Parliament. The Extinction Rebellion ""sit-ins"" of more than two years ago saw officers cart away a staggering 4,118 demonstrators. Opponents of the PSC say marchers are chanting deeply antisemitic slogans and providing a cover for extremists. But while individuals can be arrested for hate crime offences, the legal test for banning an event is more complex. The Public Order Act 1986 gives Sir Mark Rowley and other police chiefs the power to apply conditions to marches where they reasonably believe there could be: The PSC has agreed to conditions under that law. Its supporters say they will gather an hour after the two-minute silence on Armistice Day and more than a mile away from the Cenotaph. Their march, ending with a rally at the US Embassy, is planned to go nowhere near the memorial. Rishi Sunak has described holding a march on Armistice Day as disrespectful and a risk to the Cenotaph or other memorials. But given the PSC has repeatedly abided by conditions imposed on its previous marches, the only conclusion the police can reach - unless they get intelligence to the contrary - is that a risk to the Cenotaph won't come from protesters on the march route. And that's why the force has concluded there is no legal justification to ask the home secretary to ban the march. That power can only be used if a police chief believes they cannot prevent ""serious public disorder"". That basically means violent crowds potentially bent on running amok. The police haven't seen that in previous weeks. So if police commanders asked the home secretary to ban the march, the organisers could go to court - and judges would need to see evidence and intelligence proving the serious risk. Do you plan to attend a protest? Get in touch. The last time these powers were used was in 2011 and 2012. The then-home secretary, on the recommendation of the Met, banned the far-right English Defence League (EDL) from marching through Muslim communities. The EDL was considered to be a thuggish mob and marchers would regularly chant racist or Islamophobic slogans. The Campaign Against Antisemitism says the ""River to the Sea"" chant, that will almost certainly be heard on Saturday's march, is deeply offensive and threatening - but the PSC event is not going through Jewish communities - and the Met says that its legal advice is that the slogan can be legitimate free speech in such circumstances. What would happen if the march were banned? The Met believes people would still come to London and stand in the street and peacefully have their say. The police cannot stop them. The last time they tried, it was a fiasco. In March 2021, the organisers of a vigil for murdered Londoner Sarah Everard cancelled the event. They feared they would individually face enormous fines under the then Covid lockdown rules, if they were seen to encourage the gathering. But there was such confusion over whether there was still a right to protest, regardless of the risk of transmitting the virus, that people turned out anyway. They felt so strongly about the horrific murder they wanted to be heard. The Met ended up paying compensation to women who were arrested. So the huge risk is that, even if Suella Braverman got her way, people would not only come out, but they would march independently. That would be twice as hard for police because there would be no organisers on the ground directing events and calling on people to abide by a route and curfew. And then there is the risk of counter-demonstrations. Former Met commander Dal Babu says Ms Braverman's attack on the forthcoming march has emboldened the extreme far right. Stephen Yaxley-Lennon, founder of the largely defunct English Defence League under the alias Tommy Robinson, is calling on followers to join him near the Cenotaph. Other less well known figures are doing the same. ""I've never known an occasion for the home secretary to get involved in operational policing at this level,"" says Mr Babu. ""She doesn't understand the law. She doesn't understand the legislation."" So is there anything the home secretary could do to force the Met to ban the march? If Ms Braverman is satisfied that the Met is ""failing to discharge any of its functions in an effective manner"" she can direct the Mayor of London to intervene. But that is a power designed to be used in exceptional circumstances. And she is not allowed to use that power until she has first consulted the inspectorate of police forces, the expert body on how chief constables are performing. Sir Tom Winsor, former HM Chief Inspector of Constabulary, told BBC Radio 4's Today programme that Ms Braverman had ""crossed the line"". ""The operational independence of the police is not a debatable matter,"" he said. ""The policing protocol order made by this home secretary in June 2023... stresses the operational independence of the police. ""It is the will of Parliament and the government that the police shall not be open to improper political interference that the police must act with impartiality, including political impartiality."" Sign up for our morning newsletter and get BBC News in your inbox.","https://www.bbc.com/news/uk-67367617",1
"59","Just Stop Oil Dartford bridge protester released from jail, says group","By Lewis Adams",2023-12-12,"A Just Stop Oil protester who scaled the Dartford Crossing bridge has been released from prison, the group has said. Morgan Trowland, 40, was jailed in April for three years for causing a public nuisance. He has spent about 14 months in custody including time on remand. His co-defendant Marcus Decker, a German national, is still in prison and the environmental campaign group is campaigning against his deportation. Decker was jailed for two years and seven months for the same offence. Trowland said ""it's a beautiful day"" in a video posted on X after his release. The structural engineer, of Islington, north London, and his co-defendant Decker, of no fixed address, caused gridlock traffic on the M25 after the pair climbed the Queen Elizabeth II Bridge on 17 October last year and remained suspended on cables for about 37 hours. Trowland argued during the trial at Basildon Crown Court that it was a peaceful protest and that they tried to ""deliver a warning message"" over government oil and gas licences. The United Nations has criticised the length of the sentences. An online petition started by Decker's partner, which calls on the Home Office to stop his deportation, has about 145,000 signatures. A government spokesperson previously said: ""Foreign nationals who commit crimes here in the UK will face the full force of the law, including deportation."" The trial in April was told almost 565,000 drivers faced delays due to the protest. Essex Police claimed a heavily pregnant woman could not get urgent medical help due to the traffic, with another person having to miss a best friend's funeral. The Ministry of Justice was contacted for comment. Follow East of England news on Facebook, Instagram and X. Got a story? Email eastofenglandnews@bbc.co.uk or WhatsApp 0800 169 1830","https://www.bbc.com/news/uk-england-essex-67696330",1
"60","Just Stop Oil: Westminster protest sees 31 charged",NA,2023-10-31,"More than 30 people have been charged following a Just Stop Oil protest in Westminster. The Metropolitan Police said 31 people had been charged on Tuesday after activists caused disruption in Parliament Square on Monday. It added that 14 were remanded in custody and 17 had been bailed to court. Demonstrators lay on the floor of every corner of the square on Monday after marching around in orange jackets. Many of the protesters were then handcuffed by police after refusing to move. The Met said 61 arrests were made at the demonstration under section seven of the Public Order Act. This allows officers to make an arrest if a protester ""disproportionately interferes with road transport infrastructure"".","https://www.bbc.com/news/uk-england-london-67277754",1
"61","Climate anxiety: Why we won't be flying home for Christmas","By Riyah Collins",2023-12-23,"Whether it's driving, hopping on the train or catching a bus, there's a chance you'll be packing a bag and heading home for Christmas. For most of us, there isn't much that would keep us away from family over the festive period. But some people, like activists Aliza Ayaz and Sean Currie, have made the choice to put the environment above everything else. They won't be seeing their relatives this year after they decided to drastically limit or stop flying altogether. Aliza tells BBC Newsbeat thinking about flights brings ""the anxiety of 'Oh my God, I can't do it because of the carbon footprint'. ""But also, my parents could really use seeing me because I'm their eldest daughter."" Aliza was born in Dubai to Pakistani parents who now live in Saudi Arabia. She studies at University College London, where she set up its Climate Action Society, and is now a UN youth ambassador for sustainable development. The 25-year-old says her anxiety never goes away ""because the carbon footprint of one flight is so enormous, especially a long-haul flight"". According to the International Civil Aviation Organization's emissions calculator, a return flight from London to Riyadh generates about 620kg of CO2 per passenger. It's a similar story for Sean Currie. The 26-year-old left his family home in the Scottish Highlands and moved to Belgium for work in 2019. He's since decided to stop flying, and admits the journey over land and sea takes so long that he no longer visits very often. ""For three years I didn't see my half-sister or niece,"" he says. Sean says his other sister lives in the Philippines - an 18-hour flight away - and he's ""just come to terms with the fact that I will never visit her"". ""I don't think that I can justify to myself the impact that it has on the world,"" he says. Sean works with Stay Grounded, a group which campaigns for the aviation industry to be made smaller. He says his main activities are ""non-disruptive"", including lobbying and writing to politicians, but he has also been involved in direct protests. Sean recently joined a group of hundreds who blocked access to two airports in Europe. While these types of tactics are sometimes criticised when used by groups such as Just Stop Oil, Sean tells Newsbeat his more direct activities target private jets and not everyday travellers. But he says he doesn't condemn protests that might affect the lives of ordinary people. ""The disruption that will be caused by drought, floods and food shortages will be a whole lot more disruptive that somebody sitting in traffic,"" he says. Sean counts himself as lucky that, even if the journeys are long, trains and buses are an option for him. ""Train travel can be a wonderful thing,"" he says. ""But, to be honest, I don't enjoy buses."" Neither of those are realistic options for Aliza though. She can't totally rule out getting on a plane so made the decision to limit herself to one flight a year, taking an extended trip to make it as worthwhile as possible. While her parents have been supportive, she says ""you can see that they're upset in their eyes, and they would like to see more of me and I would like to see more of them"". She'll instead spend Christmas with her partner's family in Leeds, while Sean heads to his wife's family home in Italy on the train. Instead the pair will rely on technology to feel connected to their families. ""We'll get on a call together, we'll cook meals together or mum will watch us and then we'll talk about everything from our days,"" Aliza says. Sean and his family play online games together and he has a special routine with his sister in the Philippines, which is seven hours ahead of Belgium. ""My sister adapts her schedule so that when she calls us she's still in some type of Christmas mood,"" he says. ""She makes sure that she opens some presents when she's on the call, even if it means leaving them unopened most of the day."" But there are some things he misses back home, particularly a big Hogmanay party. ""There's a real kind of tradition around it in my village that I love to be part of,"" he says. Although they stand by their decisions not to fly this Christmas, sometimes Sean and Aliza grapple with the sacrifice. ""I do wonder how meaningful it is for me to cut down my flying, especially when there's so many factors that make you feel that it's unfair,"" Aliza says. ""There's people often doing short-haul trips, multiple holidays in a year, and I don't even get to see my family."" But Anna Hughes - the director of Flight Free UK, a charity which encourages people to pledge to not fly for a year - says it's important to know that individuals can make a difference. ""The majority of flights come from people flying from on holiday,"" she says. Anna believes if enough people choose alternative travel like trains or destinations closer to home, the industry will respond to that. She uses veganism as an example, saying: ""I've been vegan for about 10 years and when I started, people would just look at me funny and offer me a salad. ""Now they give me a menu. Things have changed, and they change quickly. ""We all have to remember that our individual action does say something."" Listen to Newsbeat live at 12:45 and 17:45 weekdays - or listen back here.","https://www.bbc.com/news/newsbeat-67713984",1
